PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",00-0000,All Occupations,total,1045700.0,1.2,1000.0,1.0,32.41,67410.0,1.2,10.63,14.56,24.67,42.42,65.35,22110.0,30280.0,51320.0,88240.0,135920.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-0000,Management Occupations,major,78810.0,1.6,75.365,1.53,69.92,145440.0,1.2,29.35,42.91,64.22,89.0,#,61040.0,89240.0,133570.0,185120.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-1011,Chief Executives,detailed,2460.0,4.5,2.351,1.25,99.12,206180.0,2.2,43.16,64.31,#,#,#,89780.0,133760.0,#,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-1021,General and Operations Managers,detailed,20070.0,2.4,19.194,1.29,71.88,149500.0,1.4,29.14,39.93,64.2,#,#,60610.0,83050.0,133540.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-1031,Legislators,detailed,120.0,12.4,0.115,0.27,*,63640.0,3.8,*,*,*,*,*,38940.0,51150.0,63880.0,72600.0,97200.0,TRUE,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-2011,Advertising and Promotions Managers,detailed,670.0,15.7,0.636,2.96,57.1,118770.0,3.1,35.39,42.93,52.04,66.33,86.96,73620.0,89300.0,108250.0,137960.0,180880.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-2021,Marketing Managers,detailed,4700.0,4.3,4.497,3.43,83.57,173830.0,1.8,47.32,60.32,77.84,#,#,98430.0,125460.0,161900.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-2022,Sales Managers,detailed,5750.0,4.9,5.5,2.07,77.09,160360.0,2.3,32.86,46.17,70.61,#,#,68350.0,96030.0,146870.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-2031,Public Relations and Fundraising Managers,detailed,1210.0,7.6,1.153,2.85,63.77,132650.0,3.5,28.65,39.27,57.53,80.93,#,59590.0,81670.0,119660.0,168340.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3011,Administrative Services Managers,detailed,3160.0,5.0,3.018,1.48,52.8,109830.0,1.6,28.55,37.2,49.38,64.74,81.4,59380.0,77380.0,102700.0,134670.0,169310.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3021,Computer and Information Systems Managers,detailed,6680.0,4.8,6.392,2.66,79.04,164410.0,1.5,52.45,63.42,75.46,88.84,#,109090.0,131910.0,156950.0,184780.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3031,Financial Managers,detailed,7730.0,2.7,7.391,1.96,80.75,167960.0,2.0,39.12,53.83,74.76,#,#,81380.0,111960.0,155500.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3051,Industrial Production Managers,detailed,790.0,11.9,0.756,0.61,59.16,123060.0,2.8,32.73,44.4,56.45,69.84,87.26,68070.0,92360.0,117410.0,145270.0,181510.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3061,Purchasing Managers,detailed,590.0,8.7,0.565,1.08,70.12,145840.0,3.0,39.54,51.68,65.04,80.85,#,82240.0,107490.0,135290.0,168170.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3071,"Transportation, Storage, and Distribution Managers",detailed,610.0,13.5,0.583,0.75,57.1,118760.0,4.7,32.17,39.82,51.73,72.58,87.52,66910.0,82830.0,107590.0,150970.0,182030.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3111,Compensation and Benefits Managers,detailed,220.0,14.3,0.213,1.61,68.29,142040.0,10.9,25.65,38.69,58.12,#,#,53350.0,80470.0,120890.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3121,Human Resources Managers,detailed,1550.0,4.2,1.479,1.77,65.37,135960.0,2.3,37.64,45.78,61.21,79.91,#,78290.0,95210.0,127310.0,166220.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-3131,Training and Development Managers,detailed,260.0,7.7,0.252,1.18,72.79,151400.0,3.5,41.34,51.24,67.9,87.33,#,85980.0,106580.0,141240.0,181640.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9021,Construction Managers,detailed,1690.0,11.8,1.618,1.0,66.28,137860.0,4.7,36.33,48.33,61.09,77.36,#,75580.0,100530.0,127080.0,160900.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,450.0,12.0,0.427,1.19,31.81,66170.0,7.0,17.15,21.92,26.47,34.27,62.68,35670.0,45590.0,55050.0,71270.0,130370.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9032,"Education Administrators, Elementary and Secondary School",detailed,1110.0,7.4,1.064,0.62,*,106820.0,3.7,*,*,*,*,*,67430.0,84370.0,105180.0,122990.0,150820.0,TRUE,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9033,"Education Administrators, Postsecondary",detailed,1070.0,32.3,1.021,1.07,49.99,103990.0,4.8,23.92,31.07,43.54,62.83,84.63,49750.0,64630.0,90570.0,130680.0,176020.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9039,"Education Administrators, All Other",detailed,360.0,26.1,0.347,1.49,39.05,81220.0,5.7,24.24,27.62,34.56,48.32,62.97,50420.0,57450.0,71880.0,100510.0,130980.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9041,Architectural and Engineering Managers,detailed,2360.0,8.5,2.253,1.63,80.47,167380.0,3.4,45.82,60.45,74.14,#,#,95300.0,125730.0,154210.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9051,Food Service Managers,detailed,2070.0,7.7,1.976,1.37,30.43,63290.0,3.1,20.12,24.26,28.89,35.79,43.85,41840.0,50470.0,60100.0,74440.0,91210.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9081,Lodging Managers,detailed,370.0,13.1,0.355,1.52,35.55,73940.0,5.7,17.04,23.62,30.63,42.71,56.52,35450.0,49120.0,63710.0,88840.0,117550.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9111,Medical and Health Services Managers,detailed,1700.0,6.7,1.623,0.72,63.99,133100.0,2.6,35.25,46.47,61.59,74.55,#,73310.0,96660.0,128100.0,155070.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9121,Natural Sciences Managers,detailed,1800.0,7.1,1.726,4.41,93.23,193930.0,8.0,53.36,65.46,86.54,#,#,110980.0,136150.0,180010.0,#,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9131,Postmasters and Mail Superintendents,detailed,40.0,0.0,0.035,0.26,34.87,72520.0,2.2,24.23,30.22,34.57,39.4,46.33,50390.0,62860.0,71910.0,81950.0,96370.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9141,"Property, Real Estate, and Community Association Managers",detailed,3240.0,15.6,3.096,2.47,40.62,84480.0,12.1,9.57,16.57,34.61,54.06,75.99,19900.0,34470.0,71990.0,112450.0,158060.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9151,Social and Community Service Managers,detailed,1270.0,7.4,1.212,1.39,37.48,77960.0,3.5,21.38,27.18,33.63,43.57,62.06,44470.0,56530.0,69940.0,90620.0,129080.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9161,Emergency Management Directors,detailed,40.0,11.7,0.04,0.54,58.97,122670.0,9.7,32.85,39.83,51.48,71.37,#,68320.0,82840.0,107090.0,148450.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-9199,"Managers, All Other",detailed,4640.0,4.3,4.438,1.7,67.61,140630.0,1.8,33.72,48.6,62.53,80.42,#,70130.0,101100.0,130060.0,167280.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-0000,Business and Financial Operations Occupations,major,87630.0,1.7,83.8,1.67,45.57,94790.0,1.4,22.84,30.11,40.57,55.31,73.61,47510.0,62620.0,84380.0,115040.0,153100.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,110.0,25.3,0.101,1.15,34.59,71940.0,17.1,14.47,21.5,27.16,35.16,76.53,30100.0,44720.0,56500.0,73120.0,159190.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,70.0,32.9,0.066,0.78,39.75,82670.0,11.7,10.56,20.38,32.97,45.75,#,21970.0,42390.0,68580.0,95150.0,#,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,1020.0,10.7,0.979,1.16,29.04,60400.0,3.5,15.16,19.98,27.33,34.6,47.38,31540.0,41550.0,56850.0,71970.0,98560.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,2010.0,6.5,1.926,0.9,38.15,79340.0,2.6,22.89,28.73,36.35,46.4,55.52,47620.0,59760.0,75610.0,96510.0,115490.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1840.0,17.7,1.758,0.85,38.28,79610.0,3.2,20.16,28.28,39.71,47.1,55.03,41940.0,58820.0,82590.0,97960.0,114460.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1041,Compliance Officers,detailed,2630.0,4.1,2.511,1.41,41.81,86960.0,2.4,26.5,32.86,40.47,48.12,57.78,55110.0,68340.0,84170.0,100090.0,120190.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1051,Cost Estimators,detailed,1460.0,10.8,1.397,0.91,41.84,87020.0,3.0,23.11,30.51,37.74,50.61,60.0,48070.0,63460.0,78510.0,105280.0,124790.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1071,Human Resources Specialists,detailed,5120.0,5.6,4.893,1.52,38.45,79980.0,2.1,21.16,27.8,36.16,47.63,59.3,44000.0,57830.0,75210.0,99060.0,123340.0,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-1075,Labor Relations Specialists,detailed,700.0,9.1,0.665,1.16,39.92,83030.0,5.8,25.14,31.32,39.78,49.43,56.58,52290.0,65140.0,82750.0,102810.0,117690.0,NA,NA
