PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",00-0000,All Occupations,total,1449770.0,0.7,1000.0,1.0,28.36,58990.0,3.2,10.43,14.36,22.43,36.5,54.32,21700.0,29880.0,46660.0,75910.0,112980.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-0000,Management Occupations,major,78480.0,1.3,54.134,1.1,59.3,123340.0,1.2,28.17,39.15,54.11,72.47,#,58590.0,81430.0,112560.0,150740.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-1011,Chief Executives,detailed,1960.0,4.2,1.353,0.72,104.17,216670.0,1.9,57.66,78.81,#,#,#,119940.0,163930.0,#,#,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-1021,General and Operations Managers,detailed,16900.0,2.3,11.66,0.78,63.97,133060.0,1.3,29.93,39.84,56.02,80.48,#,62250.0,82880.0,116520.0,167400.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-1031,Legislators,detailed,180.0,25.2,0.126,0.3,*,85510.0,5.7,*,*,*,*,*,27250.0,44090.0,82560.0,119380.0,168120.0,TRUE,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2011,Advertising and Promotions Managers,detailed,580.0,9.7,0.398,1.85,53.25,110760.0,4.4,27.99,36.36,51.19,66.17,83.25,58220.0,75620.0,106480.0,137640.0,173150.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2021,Marketing Managers,detailed,3500.0,3.4,2.414,1.84,67.55,140500.0,2.6,38.01,48.08,63.46,81.96,#,79050.0,100000.0,132000.0,170470.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2022,Sales Managers,detailed,5850.0,4.1,4.038,1.52,61.8,128550.0,2.9,28.3,39.85,57.51,76.79,#,58860.0,82900.0,119620.0,159710.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2031,Public Relations and Fundraising Managers,detailed,1220.0,8.7,0.841,2.07,51.58,107280.0,2.5,31.12,38.97,49.35,59.88,73.93,64730.0,81060.0,102640.0,124550.0,153780.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3011,Administrative Services Managers,detailed,2840.0,3.2,1.956,0.96,47.85,99520.0,1.9,26.61,34.07,44.17,57.36,72.57,55350.0,70860.0,91870.0,119320.0,150960.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3021,Computer and Information Systems Managers,detailed,7160.0,3.7,4.939,2.05,72.29,150360.0,3.8,43.8,54.36,67.78,84.63,#,91110.0,113070.0,140990.0,176030.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3031,Financial Managers,detailed,6510.0,2.8,4.492,1.19,60.02,124840.0,1.2,34.18,42.64,54.62,70.83,#,71100.0,88690.0,113610.0,147330.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3051,Industrial Production Managers,detailed,1440.0,6.5,0.995,0.8,53.73,111760.0,2.6,30.51,39.84,51.9,65.33,81.09,63460.0,82870.0,107940.0,135890.0,168660.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3061,Purchasing Managers,detailed,1310.0,4.3,0.901,1.72,60.33,125490.0,3.4,31.35,44.21,57.43,72.14,89.66,65210.0,91960.0,119450.0,150040.0,186490.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3071,"Transportation, Storage, and Distribution Managers",detailed,1840.0,7.1,1.269,1.64,50.52,105090.0,2.7,28.48,36.11,47.57,63.51,75.06,59230.0,75110.0,98950.0,132110.0,156130.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3111,Compensation and Benefits Managers,detailed,180.0,8.5,0.123,0.93,56.29,117090.0,3.4,35.7,41.82,51.03,64.09,83.91,74250.0,86990.0,106150.0,133310.0,174540.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3121,Human Resources Managers,detailed,2010.0,2.7,1.388,1.66,56.8,118140.0,1.8,32.49,41.92,53.96,68.56,85.33,67580.0,87190.0,112230.0,142610.0,177490.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3131,Training and Development Managers,detailed,400.0,8.2,0.279,1.3,54.18,112700.0,2.7,34.55,41.24,51.7,65.46,76.55,71860.0,85770.0,107530.0,136150.0,159230.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9021,Construction Managers,detailed,2560.0,10.1,1.766,1.1,51.12,106330.0,2.8,33.53,39.93,47.13,58.29,73.46,69730.0,83060.0,98040.0,121240.0,152810.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,600.0,16.7,0.413,1.15,21.56,44840.0,9.3,11.08,15.62,17.95,25.95,34.87,23050.0,32500.0,37330.0,53970.0,72540.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9032,"Education Administrators, Elementary and Secondary School",detailed,1420.0,1.8,0.978,0.57,*,106830.0,1.5,*,*,*,*,*,75240.0,99050.0,108480.0,117900.0,133580.0,TRUE,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9033,"Education Administrators, Postsecondary",detailed,1100.0,6.8,0.761,0.8,50.17,104350.0,8.8,29.78,34.63,42.43,56.62,83.95,61940.0,72040.0,88250.0,117770.0,174610.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9039,"Education Administrators, All Other",detailed,510.0,17.1,0.354,1.52,34.25,71230.0,7.1,18.55,23.12,33.9,43.13,51.77,38580.0,48090.0,70520.0,89710.0,107670.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9041,Architectural and Engineering Managers,detailed,3680.0,4.0,2.54,1.84,66.53,138390.0,2.2,44.49,54.37,65.8,78.08,89.37,92540.0,113090.0,136860.0,162400.0,185880.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9051,Food Service Managers,detailed,1620.0,13.3,1.116,0.77,25.51,53050.0,3.8,17.23,19.87,23.27,28.14,35.5,35830.0,41330.0,48390.0,58530.0,73840.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9061,Funeral Service Managers,detailed,30.0,43.9,0.022,0.34,31.52,65550.0,10.4,20.99,25.96,32.34,36.06,42.44,43670.0,54000.0,67270.0,74990.0,88260.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9071,Gaming Managers,detailed,90.0,21.6,0.059,1.76,37.44,77880.0,4.3,25.7,30.65,34.8,43.12,58.63,53460.0,63750.0,72390.0,89690.0,121940.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9081,Lodging Managers,detailed,240.0,17.5,0.165,0.71,26.02,54130.0,5.7,16.56,19.13,24.65,29.23,36.02,34430.0,39800.0,51270.0,60800.0,74920.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9111,Medical and Health Services Managers,detailed,3770.0,4.6,2.603,1.15,56.04,116570.0,3.1,29.94,38.25,50.34,64.86,#,62270.0,79570.0,104710.0,134900.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9121,Natural Sciences Managers,detailed,910.0,7.1,0.628,1.6,73.21,152280.0,2.9,43.86,51.77,65.85,87.04,#,91240.0,107680.0,136970.0,181040.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9131,Postmasters and Mail Superintendents,detailed,50.0,0.0,0.034,0.25,37.7,78410.0,2.1,27.32,30.92,36.96,44.46,49.34,56820.0,64310.0,76870.0,92470.0,102630.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9141,"Property, Real Estate, and Community Association Managers",detailed,2290.0,9.0,1.579,1.26,35.45,73750.0,5.3,15.43,23.45,30.19,43.49,60.18,32090.0,48780.0,62800.0,90460.0,125180.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9151,Social and Community Service Managers,detailed,1270.0,7.7,0.874,1.01,33.71,70130.0,2.7,21.33,25.39,30.95,38.62,52.01,44370.0,52820.0,64380.0,80320.0,108180.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9161,Emergency Management Directors,detailed,70.0,7.9,0.05,0.68,41.68,86690.0,2.5,29.16,34.54,41.83,49.79,55.9,60650.0,71850.0,87010.0,103550.0,116260.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9199,"Managers, All Other",detailed,4370.0,4.1,3.017,1.16,53.92,112150.0,1.8,28.6,39.17,51.12,65.23,81.14,59480.0,81470.0,106330.0,135680.0,168770.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-0000,Business and Financial Operations Occupations,major,107980.0,1.5,74.48,1.48,38.0,79050.0,3.4,20.65,26.36,34.85,45.72,59.45,42950.0,54840.0,72480.0,95110.0,123660.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,40.0,11.4,0.028,0.31,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,**,**,**,**,40.58,84400.0,10.1,19.26,23.42,32.24,59.63,71.81,40070.0,48720.0,67060.0,124040.0,149360.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,2960.0,7.0,2.043,2.41,29.04,60400.0,4.4,17.71,22.12,27.24,34.82,44.49,36830.0,46010.0,56650.0,72430.0,92530.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,6460.0,3.2,4.456,2.08,36.18,75260.0,2.5,22.06,28.15,35.9,44.37,52.27,45890.0,58560.0,74680.0,92290.0,108730.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3800.0,10.8,2.624,1.26,32.5,67610.0,1.8,21.64,25.94,31.41,37.66,44.46,45000.0,53960.0,65340.0,78330.0,92480.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1041,Compliance Officers,detailed,2870.0,3.2,1.978,1.11,36.94,76840.0,2.9,23.07,28.1,35.83,43.04,53.95,47990.0,58450.0,74520.0,89520.0,112220.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1051,Cost Estimators,detailed,2770.0,12.3,1.907,1.25,35.02,72840.0,4.3,21.26,26.2,33.82,43.36,52.28,44210.0,54490.0,70340.0,90180.0,108740.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1071,Human Resources Specialists,detailed,6810.0,5.3,4.695,1.46,35.73,74320.0,3.8,19.82,24.75,33.37,43.96,56.71,41230.0,51470.0,69410.0,91440.0,117950.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1075,Labor Relations Specialists,detailed,1020.0,13.1,0.701,1.22,36.72,76370.0,4.4,22.44,26.78,34.34,45.14,57.69,46680.0,55700.0,71420.0,93900.0,119990.0,NA,NA
