PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",00-0000,All Occupations,total,1409500.0,0.9,1000.0,1.0,27.68,57560.0,2.7,10.39,14.29,22.18,35.8,52.22,21620.0,29720.0,46130.0,74460.0,108620.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-0000,Management Occupations,major,80830.0,2.6,57.346,1.17,58.91,122520.0,1.6,29.21,39.97,53.95,71.58,#,60760.0,83140.0,112210.0,148890.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-1011,Chief Executives,detailed,1770.0,4.3,1.256,0.64,104.18,216700.0,3.1,58.9,77.78,#,#,#,122510.0,161770.0,#,#,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-1021,General and Operations Managers,detailed,15100.0,2.3,10.709,0.73,64.91,135010.0,1.6,30.33,40.31,57.28,82.15,#,63090.0,83840.0,119140.0,170870.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-1031,Legislators,detailed,150.0,19.7,0.105,0.24,*,74030.0,9.2,*,*,*,*,*,19440.0,39890.0,53450.0,106760.0,165070.0,TRUE,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2011,Advertising and Promotions Managers,detailed,450.0,9.3,0.322,1.48,54.03,112370.0,4.4,30.09,38.64,51.99,66.67,81.71,62590.0,80360.0,108140.0,138680.0,169950.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2021,Marketing Managers,detailed,4960.0,2.4,3.516,2.67,65.23,135680.0,3.3,38.82,49.0,62.26,78.26,#,80750.0,101910.0,129510.0,162770.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2022,Sales Managers,detailed,5580.0,4.4,3.961,1.5,64.71,134600.0,2.8,31.5,43.17,59.16,79.73,#,65520.0,89780.0,123060.0,165830.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2031,Public Relations and Fundraising Managers,detailed,1260.0,9.6,0.897,2.18,50.66,105370.0,2.5,31.12,38.1,49.21,61.18,74.38,64730.0,79250.0,102360.0,127250.0,154720.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3011,Administrative Services Managers,detailed,3200.0,4.4,2.27,1.12,50.6,105250.0,2.4,28.13,36.62,46.58,61.53,76.79,58500.0,76170.0,96880.0,127990.0,159720.0,NA,NA
